ID;Age;Overall;Value;Wage;Height;Weight;FKAccuracy;SprintSpeed;Stamina;Strength
230466;34;74;€2.8M;€25K;5'7;148lbs;75;56;68;44
208451;24;74;€7.5M;€22K;6'0;170lbs;56;78;78;74
236355;21;74;€7.5M;€24K;6'2;176lbs;35;69;55;68
177475;30;74;€3.6M;€17K;6'0;172lbs;14;42;41;65
193091;28;74;€5.5M;€22K;6'3;181lbs;34;50;55;78
215108;29;74;€4.3M;€19K;5'7;168lbs;59;85;85;74
200773;26;74;€5.5M;€9K;5'11;168lbs;37;66;83;76
232517;28;74;€5.5M;€15K;5'4;128lbs;72;86;69;30
184133;30;74;€5.5M;€22K;5'11;165lbs;55;66;75;77
206662;28;74;€4.6M;€8K;6'4;185lbs;25;54;82;89
206407;34;74;€1.6M;€24K;5'8;146lbs;55;73;75;51
207431;24;74;€6M;€20K;6'2;176lbs;23;54;53;75
213063;23;74;€7M;€8K;6'0;163lbs;42;58;72;75
230215;30;74;€4.2M;€14K;6'1;179lbs;45;77;41;84
190535;29;74;€5.5M;€18K;6'0;157lbs;73;59;58;63
211784;21;74;€8M;€30K;5'7;152lbs;55;70;71;68
223816;24;74;€7.5M;€18K;5'10;170lbs;62;82;85;74
231240;20;74;€8.5M;€16K;5'7;141lbs;38;81;64;40
232008;20;74;€7.5M;€18K;5'7;141lbs;38;79;75;57
190024;31;74;€5M;€24K;6'4;194lbs;47;46;63;91
190536;32;74;€4.3M;€19K;5'5;157lbs;71;65;78;68
195912;27;74;€6.5M;€19K;6'3;185lbs;67;65;77;82
239433;23;74;€8M;€17K;6'0;165lbs;72;65;69;73
178249;30;74;€5.5M;€18K;5'10;172lbs;74;80;59;77
202058;32;74;€3.2M;€5K;6'1;181lbs;31;69;56;89
204874;27;74;€6M;€9K;6'0;154lbs;71;64;71;68
230218;26;74;€4.9M;€22K;5'11;181lbs;49;54;56;85
192587;27;74;€6M;€27K;6'0;161lbs;65;68;79;79
145996;35;74;€1.3M;€6K;5'10;165lbs;50;59;75;80
25420;39;74;€1.6M;€18K;6'0;185lbs;65;34;50;78
178253;31;74;€4.9M;€13K;6'0;143lbs;82;70;85;61
192333;31;74;€3.8M;€7K;6'3;170lbs;23;65;66;80
196942;30;74;€4.2M;€9K;5'10;163lbs;80;66;84;72
215886;29;74;€5.5M;€8K;6'1;172lbs;76;54;91;83
232270;20;74;€8M;€53K;6'1;172lbs;34;87;70;78
233550;21;74;€9.5M;€36K;5'6;141lbs;40;87;69;58
204367;26;74;€4.7M;€11K;6'2;176lbs;12;42;35;55
234575;19;74;€9.5M;€5K;6'2;161lbs;20;60;73;75
237135;27;74;€6M;€10K;5'10;137lbs;66;76;74;58
191055;29;74;€4.3M;€22K;6'1;163lbs;37;74;77;75
206160;24;74;€7.5M;€44K;5'7;137lbs;67;79;62;42
229712;22;74;€6.5M;€38K;6'0;132lbs;36;77;78;59
49488;34;74;€1.7M;€19K;5'9;154lbs;73;34;66;62
230482;34;74;€2.8M;€25K;5'7;146lbs;69;75;68;33
199763;25;74;€6M;€25K;6'0;170lbs;50;87;79;69
210259;25;74;€7.5M;€1K;6'3;190lbs;44;58;54;87
230483;34;74;€2.8M;€13K;5'11;163lbs;75;71;66;67
116308;36;74;€750K;€5K;6'1;179lbs;57;65;65;79
163925;35;74;€2.6M;€4K;5'11;165lbs;82;67;65;61
192342;25;74;€6.5M;€39K;6'1;207lbs;83;63;72;83
206167;24;74;€6M;€16K;5'11;161lbs;73;65;75;71
230487;34;74;€2.8M;€13K;5'9;165lbs;76;69;72;64
199000;26;74;€6M;€13K;6'0;172lbs;25;74;75;76
210520;24;74;€7M;€21K;5'10;150lbs;60;72;68;73
230488;34;74;€2.8M;€15K;6'0;174lbs;72;65;71;77
193881;26;74;€7M;€40K;5'11;165lbs;69;75;55;65
205402;24;74;€7.5M;€22K;5'10;168lbs;60;85;77;53
218970;24;74;€7.5M;€23K;5'8;161lbs;59;83;68;74
223066;27;74;€6.5M;€17K;6'0;176lbs;66;79;82;83
228698;22;74;€8.5M;€1K;6'0;165lbs;75;75;87;68
163418;32;74;€3.2M;€39K;6'4;192lbs;43;48;43;84
188506;32;74;€4.5M;€17K;6'0;172lbs;60;66;67;77
163419;35;74;€1.2M;€5K;5'9;161lbs;47;68;69;80
219740;24;74;€ 0;€ 0;6'0;168lbs;44;84;74;69
215901;29;74;€4.4M;€11K;6'1;185lbs;68;59;66;84
230237;26;74;€4.9M;€14K;5'11;172lbs;76;62;83;75
192349;29;74;https://cdn.sofifa.org/teams/2/light/112429.png;€5.5M;2020;5'6;64;77;90;73
214622;23;74;€6M;€30K;6'0;163lbs;32;92;77;66
230239;34;74;€1.7M;€14K;5'10;159lbs;57;74;82;71
164959;32;74;€3.2M;€22K;6'2;181lbs;51;73;78;83
230495;26;74;€6M;€25K;5'11;203lbs;52;56;60;88
205409;31;74;€3.4M;€8K;6'0;174lbs;16;42;38;71
230497;26;74;€6M;€15K;5'11;168lbs;56;83;59;66
235875;20;74;€6.5M;€26K;6'0;165lbs;30;81;72;67
192612;30;74;€5M;€5K;6'0;179lbs;71;68;85;79
210021;23;74;€8M;€21K;5'8;157lbs;67;81;89;53
229221;23;74;€6.5M;€28K;5'7;148lbs;66;82;76;65
177766;30;74;€4.1M;€35K;6'2;163lbs;35;68;69;73
192102;28;74;€4.4M;€1K;5'8;146lbs;51;86;82;55
202087;24;74;€6M;€20K;5'11;179lbs;80;42;65;76
213095;25;74;€7M;€9K;6'0;196lbs;52;74;72;84
148839;34;74;€1.6M;€32K;5'10;163lbs;49;66;67;69
230503;26;74;€6M;€27K;5'9;154lbs;53;78;61;78
235623;23;74;€8M;€17K;5'9;157lbs;49;77;75;58
203624;28;74;€5M;€17K;6'0;165lbs;48;69;69;79
204904;26;74;€5.5M;€34K;5'11;163lbs;60;86;74;68
211048;25;74;€7.5M;€1K;5'9;143lbs;48;93;75;63
199274;28;74;€6M;€5K;6'0;165lbs;65;71;86;81
202858;26;74;€6.5M;€19K;5'8;150lbs;66;92;78;59
219754;23;74;€5.5M;€7K;6'3;192lbs;13;43;44;73
192362;27;74;€6M;€28K;5'10;170lbs;59;91;53;65
203884;25;74;€5.5M;€19K;6'0;179lbs;32;69;62;73
179820;34;74;€2.3M;€6K;6'1;201lbs;11;41;45;66
203629;28;74;€ 0;€ 0;6'5;174lbs;54;69;90;82
200302;26;74;€5.5M;€8K;5'9;159lbs;59;79;94;68
219758;26;74;€6.5M;€27K;6'1;176lbs;49;77;77;75
237678;19;74;€7.5M;€15K;6'4;205lbs;23;84;65;78
188270;29;74;€4.4M;€37K;6'1;168lbs;25;58;52;81
210287;25;74;€7.5M;€20K;6'2;187lbs;54;84;71;89
230255;26;74;€4.9M;€18K;6'0;157lbs;42;71;85;71
207472;27;74;€4.6M;€12K;5'9;163lbs;64;74;78;65
207984;23;74;€7.5M;€32K;5'8;154lbs;74;81;83;69
182896;29;74;€4.3M;€10K;5'9;154lbs;54;75;72;65
186992;29;74;€5.5M;€44K;5'9;161lbs;63;75;91;75
201073;27;74;€6M;€36K;5'10;170lbs;73;76;69;57
204401;27;74;€5M;€12K;5'6;141lbs;43;84;77;37
216433;23;74;€7.5M;€23K;6'2;198lbs;73;82;72;77
171378;32;74;€3.1M;€44K;5'11;148lbs;51;78;90;68
225139;25;74;€7M;€21K;5'7;154lbs;68;77;60;45
213620;24;74;€7.5M;€18K;5'9;159lbs;40;78;71;71
162932;33;74;€3.4M;€21K;5'9;152lbs;77;61;50;58
168565;32;74;€4.5M;€28K;5'11;159lbs;70;75;77;73
182133;31;74;€3.8M;€20K;6'2;187lbs;52;41;63;87
192373;29;74;€5.5M;€25K;6'2;190lbs;47;37;70;87
205942;29;74;€4.6M;€11K;6'2;185lbs;18;35;31;64
232310;26;74;€5.5M;€11K;6'0;181lbs;55;64;62;82
105846;38;74;€375K;€24K;6'4;192lbs;19;39;31;69
53110;35;74;€1.3M;€20K;6'4;183lbs;13;35;25;68
201335;27;74;€6.5M;€29K;6'2;176lbs;55;73;72;80
168567;37;74;€1.8M;€4K;5'9;168lbs;70;66;74;77
213113;32;74;€4.4M;€3K;5'10;152lbs;68;73;74;61
228729;25;74;€6M;€42K;6'0;174lbs;31;72;81;76
218746;22;74;€8M;€15K;5'7;143lbs;64;72;57;57
225402;25;74;€6M;€10K;5'11;152lbs;35;85;78;64
190330;27;74;€6M;€15K;6'2;185lbs;61;58;77;75
225403;22;74;€7.5M;€19K;5'9;148lbs;75;78;71;62
230267;30;74;€5.5M;€14K;5'10;154lbs;76;77;48;52
222844;23;74;€6.5M;€22K;6'2;165lbs;52;66;68;77
169596;30;74;€4.2M;€34K;6'3;168lbs;24;47;76;86
192636;28;74;€5.5M;€9K;6'0;163lbs;75;68;75;70
215165;29;74;€5.5M;€13K;5'7;159lbs;61;75;80;65
199550;26;74;€6M;€34K;6'1;168lbs;38;55;65;86
235134;21;74;€7M;€9K;6'2;161lbs;52;73;75;83
216447;25;74;€6.5M;€17K;5'6;130lbs;50;93;70;34
230272;34;74;€2.8M;€19K;5'10;154lbs;60;82;76;60
168320;32;74;€4.5M;€15K;5'11;170lbs;55;71;72;75
169600;31;74;€3.7M;€46K;5'9;176lbs;32;54;70;68
193408;26;74;€7M;€12K;6'2;187lbs;62;72;69;84
233601;21;74;€7.5M;€29K;6'0;170lbs;63;75;66;67
205186;26;74;€5M;€46K;6'5;198lbs;21;65;45;67
216706;26;74;€5.5M;€17K;5'9;165lbs;65;71;80;78
225410;24;74;€6.5M;€33K;6'3;192lbs;35;75;86;76
164994;32;74;€4.4M;€35K;5'9;170lbs;67;69;65;70
158851;34;74;€1.6M;€11K;5'10;183lbs;70;82;79;82
189059;28;74;€5.5M;€31K;5'11;163lbs;58;61;84;77
208260;24;74;€6.5M;€1K;6'0;170lbs;50;76;80;74
230276;30;74;€5.5M;€23K;6'0;170lbs;76;67;67;74
230021;22;74;€7M;€12K;5'10;183lbs;28;79;78;88
236679;20;74;€8.5M;€17K;5'6;139lbs;35;66;67;59
178567;29;74;€4.3M;€35K;6'0;185lbs;56;67;79;83
180359;33;74;€2.2M;€19K;5'7;137lbs;59;67;64;57
211592;29;74;€ 0;€ 0;6'3;190lbs;36;52;75;81
189576;25;74;€6M;€22K;5'11;150lbs;34;74;65;75
209289;24;74;€6.5M;€18K;5'7;154lbs;51;74;73;61
223113;23;74;€8M;€15K;6'0;170lbs;40;75;76;74
168585;33;74;€2.3M;€13K;6'2;176lbs;69;35;45;92
184457;29;74;€5.5M;€26K;6'1;154lbs;51;61;69;76
199562;27;74;€5.5M;€7K;5'11;170lbs;49;59;83;73
205194;29;74;€4.4M;€20K;6'2;196lbs;40;61;60;79
211338;27;74;€6.5M;€9K;5'5;143lbs;58;70;86;68
188554;27;74;€6M;€10K;5'6;143lbs;80;70;65;58
192906;33;74;€3.5M;€13K;5'6;157lbs;73;69;47;61
212107;31;74;€5M;€18K;6'3;198lbs;40;64;55;91
189067;32;74;€3.2M;€39K;6'3;187lbs;52;38;50;79
191627;24;74;€7M;€17K;5'10;161lbs;69;69;76;67
228236;26;74;€5.5M;€1K;6'4;185lbs;41;78;71;79
219789;26;74;€5.5M;€24K;5'9;157lbs;34;80;76;62
224909;30;74;€ 0;€ 0;6'0;181lbs;41;70;70;81
172685;31;74;€3.8M;€1K;6'1;165lbs;27;68;76;74
192397;28;74;€4.9M;€23K;6'1;183lbs;11;56;32;68
206222;27;74;€5.5M;€10K;5'11;172lbs;43;72;76;72
213134;22;74;€7.5M;€20K;6'0;176lbs;73;86;72;73
221838;26;74;€6.5M;€22K;5'10;174lbs;75;69;76;65
234126;23;74;€8M;€1K;6'0;174lbs;65;70;60;76
235663;20;74;€8M;€10K;6'0;163lbs;63;74;90;69
219536;22;74;€8.5M;€22K;5'11;163lbs;42;78;78;74
222352;21;74;€8M;€19K;6'0;170lbs;33;81;74;82
234128;22;74;€8.5M;€23K;5'9;154lbs;56;90;66;43
244368;22;74;€8M;€1K;6'1;168lbs;27;70;74;78
219793;22;74;€6M;€11K;6'2;194lbs;15;54;25;67
225426;21;74;€7M;€10K;5'9;150lbs;49;78;76;64
217235;30;74;€4.2M;€9K;5'10;165lbs;67;68;73;76
190868;28;74;€5M;€1K;6'0;190lbs;51;65;71;78
210327;25;74;€5M;€1K;6'4;187lbs;20;44;29;61
145047;37;74;€650K;€25K;5'11;168lbs;51;53;55;66
210583;22;74;€7.5M;€24K;5'8;159lbs;75;52;68;63
237207;20;74;€9.5M;€25K;5'9;163lbs;70;83;70;34
186519;28;74;€4.6M;€10K;6'1;190lbs;37;65;76;81
195479;26;74;€5.5M;€39K;6'0;165lbs;69;87;86;78
238744;19;74;€9.5M;€12K;6'1;185lbs;55;66;83;82
214169;28;74;€4.6M;€24K;6'0;172lbs;32;62;73;83
172953;31;74;€3.8M;€39K;5'11;172lbs;22;52;61;72
187033;27;74;€5.5M;€35K;6'4;185lbs;27;46;59;84
209818;24;74;€6M;€22K;5'11;163lbs;31;85;79;66
211098;24;74;€7.5M;€32K;5'9;157lbs;71;74;69;70
217242;24;74;€7.5M;€16K;5'10;157lbs;71;73;68;56
190362;28;74;€6M;€29K;5'11;176lbs;40;79;79;67
202395;26;74;€6.5M;€11K;6'0;176lbs;58;73;69;82
204699;27;74;€6M;€1K;5'10;165lbs;42;83;79;61
226203;26;74;€6M;€18K;5'11;161lbs;52;84;85;68
165531;31;74;€4.9M;€43K;5'10;163lbs;54;84;75;71
189595;28;74;€5.5M;€51K;5'11;168lbs;83;65;58;63
192667;30;74;€4.1M;€27K;6'2;179lbs;30;76;79;86
245660;26;74;€ 0;€ 0;5'10;165lbs;68;87;77;60
186524;30;74;€5.5M;€17K;6'1;176lbs;55;67;63;76
189084;29;74;€4.4M;€11K;6'2;179lbs;12;44;34;65
191388;26;74;€6.5M;€21K;5'10;152lbs;60;76;67;41
192156;28;74;€4.4M;€6K;5'10;152lbs;70;72;91;67
193692;32;74;€4.4M;€8K;5'7;141lbs;71;68;69;56
212125;24;74;€7M;€62K;5'9;143lbs;62;85;49;49
225182;22;74;€8.5M;€4K;5'7;161lbs;69;83;63;56
202911;30;74;€5.5M;€22K;5'7;163lbs;76;76;72;72
212127;27;74;€6M;€15K;5'11;146lbs;74;90;52;36
244383;23;74;€7M;€1K;6'2;176lbs;27;66;64;80
219808;27;74;€6M;€11K;5'7;161lbs;59;65;69;53
222368;22;74;€8M;€1K;6'0;159lbs;67;76;72;68
172960;30;74;€5.5M;€45K;6'0;172lbs;60;75;70;72
245664;30;74;€ 0;€ 0;6'0;174lbs;50;55;62;81
189600;28;74;€5.5M;€1K;6'0;168lbs;73;61;77;58
200353;26;74;€6M;€24K;6'2;201lbs;36;64;72;91
202401;30;74;€5.5M;€13K;6'2;181lbs;55;64;67;90
204450;28;74;€4.6M;€10K;6'0;159lbs;45;76;85;77
192930;27;74;€6.5M;€35K;5'10;168lbs;58;83;74;77
226211;21;74;€8M;€14K;6'0;148lbs;55;82;69;69
179875;33;74;€3.5M;€20K;6'1;179lbs;67;74;78;86
187043;27;74;€6.5M;€45K;6'0;172lbs;75;74;83;68
158372;32;74;€4.4M;€37K;5'11;168lbs;75;64;47;62
227236;22;74;€7M;€35K;6'0;172lbs;46;69;84;85
163492;33;74;€2.3M;€14K;6'2;174lbs;62;40;62;78
205989;23;74;€6.5M;€56K;6'0;161lbs;49;66;65;75
235173;20;74;€8.5M;€16K;6'3;170lbs;62;69;78;83
223142;32;74;€3.2M;€17K;6'0;176lbs;39;70;72;77
205735;27;74;€6.5M;€15K;5'9;141lbs;39;78;78;48
208295;28;74;€5.5M;€55K;6'3;185lbs;43;64;74;71
211879;24;74;€7M;€19K;6'1;170lbs;55;63;86;64
239015;20;74;€9.5M;€15K;5'9;150lbs;41;88;67;57
183975;28;74;€5M;€13K;6'0;190lbs;19;64;70;84
239272;24;74;€5M;€1K;6'5;201lbs;15;34;39;70
190120;28;74;€4M;€16K;6'2;185lbs;11;49;45;69
169386;36;74;€2M;€11K;5'11;174lbs;60;65;54;71
177578;31;74;€3.8M;€39K;6'5;214lbs;38;31;51;88
210859;29;74;€4.3M;€41K;5'8;159lbs;40;75;78;66
170923;34;74;€1.6M;€1K;5'9;172lbs;49;77;82;67
178091;28;74;€6M;€48K;6'1;198lbs;48;71;65;93
189099;28;74;€6M;€21K;6'2;170lbs;56;84;76;77
218540;27;74;€5M;€20K;5'9;150lbs;64;86;85;59
162220;29;74;€4.4M;€9K;6'1;183lbs;11;38;26;72
229804;23;74;€ 0;€ 0;5'7;143lbs;60;85;69;50
202157;27;74;€5M;€13K;5'7;139lbs;55;83;82;52
208045;24;74;€7.5M;€25K;5'10;176lbs;72;76;66;71
162221;32;74;€3.2M;€11K;6'2;165lbs;63;64;91;77
184749;28;74;€5.5M;€51K;6'0;174lbs;57;54;73;65
211119;30;74;€5.5M;€8K;5'8;139lbs;73;82;77;55
227503;19;74;€9.5M;€18K;6'0;165lbs;41;85;72;73
170159;30;74;€4.2M;€13K;6'2;183lbs;68;53;83;77
204464;24;74;€7.5M;€34K;5'10;154lbs;70;61;77;58
223152;28;74;€ 0;€ 0;5'7;165lbs;65;75;79;63
230320;30;74;€3.6M;€9K;6'2;187lbs;19;42;31;81
231600;22;74;€6.5M;€33K;6'2;174lbs;51;68;69;69
176048;33;74;€3.5M;€9K;6'2;165lbs;42;75;78;78
209329;23;74;€6M;€15K;6'2;181lbs;29;65;63;79
230065;21;74;€8M;€19K;6'0;165lbs;45;72;76;76
223154;23;74;€6.5M;€38K;5'10;174lbs;65;69;79;76
234930;23;74;€7M;€16K;5'7;163lbs;68;74;74;70
201139;30;74;€4.1M;€56K;6'1;172lbs;55;68;73;75
183475;28;74;€4.5M;€10K;6'1;181lbs;12;40;23;58
222900;26;74;€5M;€7K;6'3;194lbs;13;50;38;77
230324;26;74;€4M;€18K;6'4;194lbs;22;18;15;60
208054;27;74;€6.5M;€20K;5'9;163lbs;47;75;82;66
205495;25;74;€7.5M;€26K;6'1;174lbs;28;79;68;81
216247;25;74;€6.5M;€31K;6'3;176lbs;37;69;75;77
165560;31;74;€5M;€17K;5'10;165lbs;56;75;69;75
231352;20;74;€10M;€59K;6'3;176lbs;42;81;65;79
186296;30;74;€4.2M;€45K;6'2;179lbs;50;39;77;74
166074;27;74;€6M;€18K;6'3;183lbs;73;88;74;89
198331;26;74;€7M;€43K;5'9;157lbs;64;83;69;60
153275;32;74;€3.2M;€8K;5'11;165lbs;12;41;24;68
168379;30;74;€5.5M;€10K;5'10;161lbs;78;68;72;68
215228;28;74;€4.6M;€10K;6'3;198lbs;62;34;61;91
186556;29;74;€5.5M;€1K;5'9;165lbs;46;77;66;65
214973;26;74;€6M;€14K;5'7;143lbs;70;77;66;43
236221;26;74;€7M;€20K;5'10;161lbs;59;54;72;72
176062;32;74;€4.4M;€8K;6'1;170lbs;73;62;76;69
214463;31;74;€5M;€5K;5'8;154lbs;67;81;72;69
243903;30;74;€5.5M;€15K;6'2;198lbs;58;74;77;86
210112;24;74;€7.5M;€12K;5'8;161lbs;65;69;53;42
214209;29;74;€5.5M;€5K;5'9;148lbs;59;80;76;74
204738;27;74;€6M;€48K;5'9;152lbs;61;90;79;70
214979;24;74;€5.5M;€14K;6'3;205lbs;12;42;35;70
230339;26;74;€4.8M;€12K;6'0;181lbs;56;83;81;72
178628;28;74;€6M;€29K;5'8;148lbs;65;76;75;65
191173;31;74;€4.8M;€8K;5'10;161lbs;54;68;90;62
159175;34;74;€1.7M;€16K;5'11;163lbs;45;60;76;76
162503;30;74;€5.5M;€15K;6'2;176lbs;31;65;65;77
231111;24;74;€6M;€18K;6'4;194lbs;31;75;69;83
176071;31;74;€3.8M;€7K;5'9;150lbs;54;49;88;67
186567;32;74;€3.2M;€16K;5'11;159lbs;48;60;69;76
202184;26;74;€6M;€9K;5'2;134lbs;69;85;71;57
202697;24;74;€6.5M;€30K;6'1;165lbs;58;60;66;72
222665;19;74;€9M;€54K;5'10;150lbs;70;70;64;33
216778;24;74;€6.5M;€20K;6'2;185lbs;26;70;69;78
217546;27;74;€4.6M;€12K;6'0;174lbs;68;71;81;71
224202;25;74;€7M;€4K;6'2;176lbs;55;70;83;75
190666;27;74;€5.5M;€19K;6'0;172lbs;30;67;63;72
192202;29;74;€5.5M;€12K;5'10;165lbs;82;61;53;68
198347;29;74;€5.5M;€29K;5'11;168lbs;50;78;72;68
201931;25;74;€5M;€3K;6'4;198lbs;12;34;34;60
203979;28;74;€4.6M;€27K;5'11;172lbs;52;64;84;76
227275;22;74;€6M;€12K;6'4;209lbs;21;45;31;71
217036;25;74;€6M;€15K;5'10;150lbs;57;79;90;39
220620;23;74;€6.5M;€30K;6'0;161lbs;42;78;76;61
162508;35;74;€1.3M;€9K;6'0;170lbs;42;50;74;74
187084;30;74;€5.5M;€40K;6'1;174lbs;36;89;90;82
200653;29;74;€4.4M;€18K;6'2;181lbs;11;38;71;87
203725;24;74;€7M;€20K;5'8;134lbs;65;87;67;37
214477;33;74;€2.3M;€3K;5'11;163lbs;28;67;84;86
150477;33;74;€2.8M;€9K;6'2;168lbs;15;34;38;67
239053;19;74;€8.5M;€46K;6'0;172lbs;48;68;68;56
209102;26;74;€ 0;€ 0;6'0;170lbs;72;84;75;65
210384;25;74;€6M;€11K;5'9;146lbs;47;90;80;64
212432;26;74;€4.7M;€5K;6'2;165lbs;15;50;29;33
153296;31;74;€4.9M;€14K;6'1;181lbs;76;51;61;67
230354;26;74;€4.8M;€21K;5'10;161lbs;49;76;76;58
187858;26;74;€6M;€15K;5'11;174lbs;78;70;72;73
216019;31;74;€3.8M;€18K;6'0;176lbs;50;49;79;77
228819;21;74;€9.5M;€12K;5'6;146lbs;53;80;86;48
209620;23;74;€6.5M;€56K;5'10;154lbs;23;78;68;64
151508;33;74;€3.3M;€39K;5'8;154lbs;69;51;63;57
223188;28;74;€4.4M;€47K;5'7;157lbs;39;82;83;66
209621;23;74;€7.5M;€10K;6'0;168lbs;70;64;72;69
192725;28;74;€4.4M;€43K;6'1;172lbs;40;70;76;73
222678;25;74;€7M;€12K;5'7;154lbs;75;75;67;53
212183;29;74;€4.3M;€17K;5'9;168lbs;58;88;76;61
200408;25;74;€6.5M;€37K;6'1;172lbs;22;59;63;77
204760;24;74;€6M;€33K;6'1;154lbs;61;72;74;69
210136;24;74;€6.5M;€1K;6'0;161lbs;37;79;75;71
215256;25;74;€6M;€16K;5'9;165lbs;58;89;91;68
198617;28;74;€5.5M;€20K;6'0;157lbs;52;78;78;50
206553;26;74;€6M;€26K;6'0;201lbs;36;72;66;91
234457;22;74;€8M;€29K;5'9;154lbs;66;78;73;71
178393;30;74;€5.5M;€21K;5'11;172lbs;74;77;32;73
229595;21;74;€8.5M;€11K;5'6;141lbs;66;80;87;50
138460;34;74;€1.7M;€1K;6'4;194lbs;41;69;63;82
224221;22;74;€7M;€23K;6'3;198lbs;36;59;53;83
235997;19;74;€7M;€8K;5'7;141lbs;55;72;69;64
227550;27;74;€4.7M;€13K;6'1;201lbs;23;57;62;91
232670;30;74;€5.5M;€17K;6'1;183lbs;33;72;68;87
193247;27;74;€4.7M;€11K;6'2;176lbs;17;43;32;52
201953;28;74;€4.4M;€18K;5'10;172lbs;73;71;79;68
212449;28;74;€5M;€20K;6'5;207lbs;50;30;65;92
122849;34;74;€3M;€15K;6'0;179lbs;56;76;75;76
206306;26;74;€6M;€46K;5'8;163lbs;55;64;77;70
231138;22;74;€8M;€13K;5'9;165lbs;73;90;76;64
220131;26;74;€6.5M;€15K;6'3;190lbs;32;57;65;89
205540;22;74;€7.5M;€43K;5'9;179lbs;53;78;67;66
212197;25;74;€5M;€13K;6'2;179lbs;12;44;43;69
226789;21;74;€8.5M;€15K;6'0;157lbs;66;77;76;70
172517;30;74;€5M;€8K;5'10;165lbs;69;73;90;74
183781;29;74;€4.4M;€18K;6'2;187lbs;42;47;70;84
196069;33;74;€3.4M;€11K;5'7;148lbs;59;85;78;70
188135;29;74;€4.3M;€10K;5'11;152lbs;60;79;89;73
199912;25;74;€7M;€24K;5'10;168lbs;72;70;71;52
234730;21;74;€6.5M;€9K;5'9;157lbs;39;74;75;66
216811;30;74;€4.2M;€7K;6'5;194lbs;26;55;62;95
221931;25;74;€7M;€18K;6'1;176lbs;72;64;67;76
53739;35;74;€1.3M;€39K;6'4;183lbs;19;46;39;71
194795;32;74;€3.2M;€11K;5'10;172lbs;47;66;69;77
223724;25;74;€6M;€26K;5'9;154lbs;33;85;90;69
208621;27;74;€6M;€18K;6'0;159lbs;68;79;85;67
172013;32;74;€3.1M;€10K;6'0;174lbs;38;63;67;68
112365;33;74;€3.3M;€8K;5'11;165lbs;71;52;72;68
191725;33;74;€3.4M;€5K;5'11;170lbs;77;67;72;62
191726;30;74;€4.2M;€14K;6'2;181lbs;44;55;81;90
212207;25;74;€7.5M;€1K;5'7;157lbs;74;69;67;61
225263;21;74;€7M;€23K;6'4;196lbs;31;67;75;84
186351;28;74;€5.5M;€26K;6'2;198lbs;44;72;86;78
163824;33;74;€2.3M;€61K;6'0;170lbs;23;49;54;83
203505;24;74;€6M;€35K;5'7;159lbs;60;85;86;74
20209;37;74;€750K;€4K;6'0;181lbs;28;42;69;77
220658;23;74;€6.5M;€22K;5'11;154lbs;64;84;79;67
186098;30;74;€3.6M;€19K;6'2;185lbs;12;56;36;80
183795;29;74;€4.4M;€20K;6'1;187lbs;20;55;55;84
148212;34;74;€2.3M;€1K;6'4;198lbs;14;28;24;68
217844;30;74;€4.1M;€9K;6'0;168lbs;40;77;85;76
183284;33;74;€2.3M;€20K;6'0;170lbs;50;63;67;76
199157;27;74;€5M;€19K;5'10;150lbs;45;72;77;74
232437;23;74;€6.5M;€8K;5'10;161lbs;40;69;75;65
232693;21;74;€7M;€8K;6'2;172lbs;25;73;68;77
216055;27;74;€6M;€15K;5'7;150lbs;70;88;73;63
198136;28;74;€5.5M;€46K;6'0;172lbs;51;88;72;65
229880;20;74;€8M;€28K;6'0;159lbs;45;87;70;67
184312;30;74;€5.5M;€38K;5'10;161lbs;47;93;74;65
222457;23;74;€8M;€33K;5'11;143lbs;70;76;58;67
162297;32;74;€3.2M;€34K;6'3;181lbs;10;39;30;45
176377;33;74;https://cdn.sofifa.org/teams/2/light/112429.png;€2.3M;2020;6'1;53;56;71;70
199418;30;74;€5.5M;€7K;5'7;152lbs;72;77;79;52
212474;25;74;€7M;€11K;5'7;137lbs;72;70;69;39
213242;24;74;€6.5M;€21K;5'11;172lbs;43;69;72;71
189946;28;74;€4.4M;€20K;5'9;154lbs;44;45;80;65
193786;26;74;€4.5M;€11K;6'2;176lbs;19;46;29;54
204539;28;74;€4.4M;€41K;5'10;176lbs;63;94;80;74
226045;23;74;€7.5M;€32K;5'9;150lbs;40;77;83;73
230397;30;74;€4.2M;€22K;5'11;174lbs;43;70;74;73
200446;29;74;€5.5M;€12K;5'7;159lbs;79;78;72;65
201982;28;74;€5.5M;€22K;5'10;174lbs;77;79;79;73
203774;26;74;€7M;€11K;5'11;176lbs;79;77;67;73
206590;24;74;€7.5M;€9K;5'9;143lbs;59;68;76;56
192766;26;74;€6M;€23K;5'10;159lbs;40;59;70;67
198143;27;74;€6.5M;€37K;5'9;150lbs;68;67;72;55
167936;34;73;€1.2M;€17K;6'0;174lbs;34;37;50;72
169216;31;73;€3.6M;€39K;5'10;154lbs;37;78;67;68
188416;28;73;€3.2M;€12K;6'0;163lbs;75;60;81;73
198145;26;73;€5M;€11K;5'11;174lbs;59;74;64;62
200962;28;73;€4M;€10K;5'7;134lbs;73;77;72;34
206594;23;73;€5M;€31K;5'11;170lbs;64;82;68;61
210434;31;73;€2.6M;€11K;6'0;159lbs;43;75;88;75
